,school,season,conf_abbr,wins,losses,win_loss_pct,wins_conf,losses_conf,win_loss_pct_conf,srs,sos,pts_per_g,opp_pts_per_g,rank_pre,rank_min,rank_final,round_max,seed,coaches
1544,bradley,1975-76,MVC,13,13,.500,4,8,.333,0.41,2.24,83.0,83.0,,,,,,Joe Stowell
1545,bradley,1974-75,MVC,15,11,.577,7,7,.500,6.06,4.22,80.7,77.1,,,,,,Joe Stowell
1546,bradley,1973-74,MVC,20,8,.714,9,3,.750,7.42,1.37,84.0,75.1,,,,,,Joe Stowell
1547,bradley,1972-73,MVC,12,14,.462,4,10,.286,1.11,6.06,78.8,77.6,,,,,,Joe Stowell
1548,bradley,1971-72,MVC,17,9,.654,8,6,.571,10.95,6.75,80.3,69.4,,,,,,Joe Stowell
1549,bradley,1970-71,MVC,13,12,.520,6,8,.429,1.09,4.54,84.7,81.0,,,,,,Joe Stowell
1550,bradley,1969-70,MVC,14,12,.538,7,9,.438,2.25,2.43,79.0,75.8,,,,,,Joe Stowell
1551,bradley,1968-69,MVC,14,12,.538,7,9,.438,3.40,1.54,81.7,74.5,,,,,,Joe Stowell
1552,bradley,1967-68,MVC,19,9,.679,12,4,.750,9.24,7.93,83.0,77.4,,10,,,,Joe Stowell
1553,bradley,1966-67,MVC,17,9,.654,6,8,.429,7.20,4.97,81.6,75.4,,10,,,,Joe Stowell
1554,bradley,1965-66,MVC,20,6,.769,9,5,.643,4.37,2.28,80.6,74.6,9,3,,,,Joe Stowell
1555,bradley,1964-65,MVC,18,9,.667,9,5,.643,9.97,4.51,80.7,74.8,14,14,,,,Chuck Orsborn
1556,bradley,1963-64,MVC,23,6,.793,7,5,.583,12.93,4.81,79.2,70.3,,,,,,Chuck Orsborn
1557,bradley,1962-63,MVC,17,9,.654,6,6,.500,7.42,5.60,73.1,67.1,,,,,,Chuck Orsborn
1558,bradley,1961-62,MVC,21,7,.750,10,2,.833,15.04,5.48,79.5,68.2,,5,5,,,Chuck Orsborn
1559,bradley,1960-61,MVC,21,5,.808,9,3,.750,14.44,4.26,81.2,67.7,,2,6,,,Chuck Orsborn
1560,bradley,1959-60,MVC,27,2,.931,12,2,.857,17.55,4.18,,,,2,4,,,Chuck Orsborn
1561,bradley,1958-59,MVC,25,4,.862,12,2,.857,15.27,3.45,75.1,62.3,,4,4,,,Chuck Orsborn
1562,bradley,1957-58,MVC,20,7,.741,12,2,.857,12.79,3.06,76.6,65.3,,4,14,,,Chuck Orsborn
1563,bradley,1956-57,MVC,22,7,.759,9,5,.643,10.55,1.37,81.9,71.0,,5,19,,,Chuck Orsborn
1564,bradley,1955-56,MVC,13,13,.500,3,9,.250,3.96,4.46,72.3,71.0,,,,,,Bob Vanatta
1565,bradley,1954-55,Ind,9,20,.310,,,,-2.80,4.96,,,,,,Lost Regional Final (Final Four),,Bob Vanatta
1566,bradley,1953-54,Ind,19,13,.594,,,,8.46,3.06,78.7,72.6,,7,7,Lost National Final,,Forddy Anderson
1567,bradley,1952-53,Ind,15,12,.556,,,,5.56,3.48,75.3,71.7,,,,,,Forddy Anderson
1568,bradley,1951-52,Ind,17,12,.586,,,,6.42,2.63,62.9,58.0,,,,,,Forddy Anderson
1569,bradley,1950-51,MVC,32,6,.842,11,3,.786,11.63,2.54,,,,1,6,,,Forddy Anderson
1570,bradley,1949-50,MVC,32,5,.865,11,1,.917,14.15,3.12,,,,1,1,Lost National Final,,Forddy Anderson
1571,bradley,1948-49,MVC,27,8,.771,6,4,.600,,,67.4,54.5,,7,7,,,Forddy Anderson
1572,bradley,1947-48,Ind,28,3,.903,,,,,,69.6,48.8,,,,,,Alfred Robertson
1573,bradley,1946-47,Ind,25,7,.781,,,,,,,,,,,,,Alfred Robertson
1574,bradley,1945-46,Ind,11,12,.478,,,,,,,,,,,,,Alfred Robertson
1575,bradley,1942-43,Ind,8,11,.421,,,,,,,,,,,,,Alfred Robertson
1576,bradley,1941-42,Ind,15,5,.750,,,,,,,,,,,,,Alfred Robertson
1577,bradley,1940-41,Ind,16,4,.800,,,,,,,,,,,,,Alfred Robertson
1578,bradley,1939-40,Ind,14,6,.700,,,,,,,,,,,,,Alfred Robertson
1579,brigham-young,2019-20,WCC,24,8,.750,13,3,.813,16.93,6.45,79.6,68.4,,14,,,,Mark Pope
1580,brigham-young,2018-19,WCC,19,13,.594,11,5,.688,6.15,3.31,79.0,76.1,,,,,,Dave Rose
1581,brigham-young,2017-18,WCC,24,11,.686,11,7,.611,8.04,1.53,74.3,67.8,,,,,,Dave Rose
1582,brigham-young,2016-17,WCC,22*,12*,.647,12*,6*,.667,8.22,1.87,80.6,74.3,,,,,,Dave Rose
1583,brigham-young,2015-16,WCC,26*,11*,.703,13*,5*,.722,12.36,2.36,83.6,72.8,,,,,,Dave Rose
1584,brigham-young,2014-15,WCC,25,10,.714,13,5,.722,13.53,5.02,83.7,73.2,,,,Lost First Round,11,Dave Rose
1585,brigham-young,2013-14,WCC,23,12,.657,13,5,.722,11.63,5.72,83.7,77.3,,,,Lost Second Round,10,Dave Rose
1586,brigham-young,2012-13,WCC,24,12,.667,10,6,.625,10.66,3.75,77.1,69.5,,,,,,Dave Rose
1587,brigham-young,2011-12,WCC,26,9,.743,12,4,.750,11.25,1.55,77.9,67.4,,,,Lost Second Round,14,Dave Rose
1588,brigham-young,2010-11,MWC,32,5,.865,14,2,.875,18.65,5.76,81.4,67.9,24,3,10,Lost Regional Semifinal,3,Dave Rose
1589,brigham-young,2009-10,MWC,30,6,.833,13,3,.813,18.82,3.00,83.1,66.4,,12,17,Lost Second Round,7,Dave Rose
1590,brigham-young,2008-09,MWC,25,8,.758,12,4,.750,15.12,4.15,77.1,65.2,,25,,Lost First Round,8,Dave Rose
1591,brigham-young,2007-08,MWC,27,8,.771,14,2,.875,11.82,1.33,73.7,63.2,,20,,Lost First Round,8,Dave Rose
1592,brigham-young,2006-07,MWC,25,9,.735,13,3,.813,11.38,3.95,78.1,69.0,,21,24,Lost First Round,8,Dave Rose
1593,brigham-young,2005-06,MWC,20,9,.690,12,4,.750,7.19,3.19,76.2,71.7,,,,,,Dave Rose
1594,brigham-young,2004-05,MWC,9,21,.300,3,11,.214,1.02,6.69,65.7,69.0,,,,,,Steve Cleveland
1595,brigham-young,2003-04,MWC,21,9,.700,10,4,.714,12.70,6.31,73.3,65.5,,,,Lost First Round,12,Steve Cleveland
1596,brigham-young,2002-03,MWC,23,9,.719,11,3,.786,13.63,5.29,71.8,63.5,,,,Lost First Round,12,Steve Cleveland
1597,brigham-young,2001-02,MWC,18,12,.600,7,7,.500,9.35,5.35,70.5,65.0,,,,,,Steve Cleveland
1598,brigham-young,2000-01,MWC,24,9,.727,10,4,.714,10.94,3.47,70.4,62.7,,,,Lost First Round,12,Steve Cleveland
1599,brigham-young,1999-00,MWC,22,11,.667,7,7,.500,9.54,3.54,70.5,63.8,,,,,,Steve Cleveland
1600,brigham-young,1998-99,WAC,12,16,.429,6,8,.429,2.65,4.29,71.8,73.4,,,,,,Steve Cleveland
1601,brigham-young,1997-98,WAC,9,21,.300,4,10,.286,-0.16,6.08,63.5,69.8,,,,,,Steve Cleveland
1602,brigham-young,1996-97,WAC,1,25,.038,0,16,.000,-13.32,6.45,59.5,79.3,,,,,,Roger Reid
1603,brigham-young,1995-96,WAC,15,13,.536,9,9,.500,7.89,4.00,82.3,78.4,,,,,,Roger Reid
1604,brigham-young,1994-95,WAC,22,10,.688,13,5,.722,11.65,5.71,75.2,69.2,,,,Lost First Round,8,Roger Reid
1605,brigham-young,1993-94,WAC,22,10,.688,12,6,.667,7.58,3.52,79.4,74.4,,,,,,Roger Reid
1606,brigham-young,1992-93,WAC,25,9,.735,15,3,.833,12.49,4.08,81.0,71.9,,21,,Lost Second Round,7,Roger Reid
1607,brigham-young,1991-92,WAC,25,7,.781,12,4,.750,14.59,3.97,80.2,69.6,,,,Lost First Round,10,Roger Reid
1608,brigham-young,1990-91,WAC,21,13,.618,11,5,.688,8.83,5.36,72.2,68.7,,,,Lost Second Round,10,Roger Reid
1609,brigham-young,1989-90,WAC,21,9,.700,11,5,.688,9.40,4.83,70.3,65.7,,,,Lost First Round,12,Roger Reid
1610,brigham-young,1988-89,WAC,14,15,.483,7,9,.438,5.57,5.02,80.6,80.1,,,,,,Ladell Andersen
1611,brigham-young,1987-88,WAC,26,6,.813,13,3,.813,13.39,4.08,85.5,76.2,,3,19,Lost Second Round,4,Ladell Andersen
1612,brigham-young,1986-87,WAC,21,11,.656,12,4,.750,9.67,4.21,82.3,77.2,,,,Lost First Round,10,Ladell Andersen
1613,brigham-young,1985-86,WAC,18,14,.563,11,5,.688,4.55,2.46,72.8,70.6,,,,,,Ladell Andersen
1614,brigham-young,1984-85,WAC,15,14,.517,9,7,.563,1.70,1.15,75.0,74.4,,,,,,Ladell Andersen
1615,brigham-young,1983-84,WAC,20,11,.645,12,4,.750,8.80,5.31,78.5,75.0,,,,Lost Second Round,8,Ladell Andersen
1616,brigham-young,1982-83,WAC,15,14,.517,11,5,.688,6.78,3.65,69.4,66.2,,,,,,Frank Arnold
1617,brigham-young,1981-82,WAC,17,13,.567,9,7,.563,9.18,5.42,62.8,58.4,,15,,,,Frank Arnold
1618,brigham-young,1980-81,WAC,25,7,.781,12,4,.750,13.80,6.15,78.8,71.1,18,15,16,Lost Regional Final,6,Frank Arnold
1619,brigham-young,1979-80,WAC,24,5,.828,13,1,.929,12.07,1.93,83.5,72.5,15,12,12,Lost Second Round,3,Frank Arnold
1620,brigham-young,1978-79,WAC,20,8,.714,10,2,.833,12.30,3.84,85.0,76.6,,,,Lost Second Round,5,Frank Arnold
1621,brigham-young,1977-78,WAC,12,18,.400,6,8,.429,3.61,5.78,81.0,83.2,,,,,,Frank Arnold
1622,brigham-young,1976-77,WAC,12,15,.444,4,10,.286,3.35,4.23,74.6,75.1,,,,,,Frank Arnold
1623,brigham-young,1975-76,WAC,12,14,.462,6,8,.429,3.00,2.08,77.5,76.5,,,,,,Frank Arnold
1624,brigham-young,1974-75,WAC,12,14,.462,5,9,.357,1.55,3.70,79.3,81.5,,,,,,Glenn Potter
1625,brigham-young,1973-74,WAC,11,15,.423,6,8,.429,-0.71,5.75,77.5,84.0,,,,,,Glenn Potter
1626,brigham-young,1972-73,WAC,19,7,.731,9,5,.643,8.86,4.98,79.7,74.6,12,12,,,,Glenn Potter
1627,brigham-young,1971-72,WAC,21,5,.808,12,2,.857,11.27,3.93,81.8,74.1,19,6,9,Lost First Round,,Stan Watts
1628,brigham-young,1970-71,WAC,18,11,.621,10,4,.714,10.29,6.60,82.8,79.1,,20,20,Lost Regional Semifinal,,Stan Watts
1629,brigham-young,1969-70,WAC,8,18,.308,4,10,.286,-0.51,3.03,80.6,84.2,,,,,,Stan Watts
1630,brigham-young,1968-69,WAC,16,12,.571,6,4,.600,4.93,2.57,83.0,80.7,,,,Lost First Round,,Stan Watts
1631,brigham-young,1967-68,WAC,13,12,.520,4,6,.400,8.04,3.72,82.6,78.2,,,,,,Stan Watts
1632,brigham-young,1966-67,WAC,14,10,.583,8,2,.800,7.49,1.95,81.7,76.1,,7,,,,Stan Watts
1633,brigham-young,1965-66,WAC,20,5,.800,6,4,.600,16.89,6.14,95.5,82.9,,6,,,,Stan Watts
1634,brigham-young,1964-65,WAC,21,7,.750,8,2,.800,15.76,5.65,94.3,84.4,19,9,9,Lost Regional Semifinal,,Stan Watts
1635,brigham-young,1963-64,WAC,13,12,.520,5,5,.500,5.32,6.52,79.0,80.2,,,,,,Stan Watts
1636,brigham-young,1962-63,WAC,12,14,.462,6,4,.600,2.07,3.99,76.3,78.3,,,,,,Stan Watts
1637,brigham-young,1961-62,MSAC,10,16,.385,5,9,.357,-4.41,-0.06,70.5,74.9,,,,,,Stan Watts
1638,brigham-young,1960-61,MSAC,15,11,.577,9,5,.643,3.30,1.26,74.0,71.9,,,,,,Stan Watts
1639,brigham-young,1959-60,MSAC,8,17,.320,5,9,.357,-5.73,2.31,67.0,75.1,,,,,,Stan Watts
1640,brigham-young,1958-59,MSAC,15,11,.577,8,6,.571,1.87,-2.40,75.6,71.3,,,,,,Stan Watts
1641,brigham-young,1957-58,MSAC,13,13,.500,9,5,.643,-2.23,-0.73,65.3,66.7,,,,,,Stan Watts
1642,brigham-young,1956-57,MSAC,19,9,.679,11,3,.786,2.99,-0.19,70.9,67.4,,,,Lost Regional Semifinal,,Stan Watts
1643,brigham-young,1955-56,MSAC,18,8,.692,10,4,.714,11.67,1.63,77.2,67.0,,5,,,,Stan Watts
1644,brigham-young,1954-55,MSAC,13,13,.500,10,4,.714,0.55,-2.18,72.8,71.0,,,,,,Stan Watts
1645,brigham-young,1953-54,MSAC,18,11,.621,9,5,.643,2.69,-0.51,66.3,62.6,,19,,,,Stan Watts
1646,brigham-young,1952-53,MSAC,22,8,.733,11,3,.786,9.24,-0.80,68.4,56.5,,,,,,Stan Watts
1647,brigham-young,1951-52,MSAC,14,10,.583,9,5,.643,4.33,2.20,60.5,58.8,,,,,,Stan Watts
1648,brigham-young,1950-51,MSAC,28,9,.757,15,5,.750,14.55,5.25,65.3,55.7,,11,11,Lost Regional Semifinal,,Stan Watts
1649,brigham-young,1949-50,MSAC,22,12,.647,14,6,.700,7.97,2.86,55.8,49.9,,,,Lost Regional Semifinal,,Stan Watts
1650,brigham-young,1948-49,MSAC,21,13,.618,11,9,.550,,,,,,,,,,Floyd Millet
1651,brigham-young,1947-48,MSAC,16,11,.593,8,2,.800,,,56.4,52.7,,,,,,Floyd Millet
1652,brigham-young,1946-47,MSAC,9,16,.360,3,9,.250,,,,,,,,,,Floyd Millet
1653,brigham-young,1945-46,MSAC,12,13,.480,6,6,.500,,,,,,,,,,Floyd Millet
1654,brigham-young,1944-45,MSAC,11,12,.478,5,5,.500,,,,,,,,,,Floyd Millet
1655,brigham-young,1943-44,Ind,3,2,.600,,,,,,,,,,,,,Floyd Millet
1656,brigham-young,1942-43,MSAC,15,7,.682,7,1,.875,,,,,,,,,,Floyd Millet
1657,brigham-young,1941-42,MSAC,17,3,.850,9,3,.750,,,,,,,,,,Floyd Millet
1658,brigham-young,1940-41,MSAC,14,9,.609,6,6,.500,,,,,,,,,,Edwin Kimball
1659,brigham-young,1939-40,MSAC,17,8,.680,7,5,.583,,,,,,,,,,Edwin Kimball
1660,brooklyn,1991-92,ECC,5,23,.179,3,9,.250,-21.15,-9.65,66.8,78.5,,,,,,Ron Kestenbaum
1661,brooklyn,1990-91,Ind,11,16,.407,,,,-16.61,-9.08,67.0,68.6,,,,,,Ron Kestenbaum
1662,brooklyn,1989-90,Ind,7,21,.250,,,,-27.48,-12.81,72.0,84.0,,,,,,Mark Reiner
1663,brooklyn,1988-89,Ind,4,23,.148,,,,-31.00,-8.46,66.8,82.4,,,,,,Mark Reiner
1664,brooklyn,1987-88,Ind,11,17,.393,,,,-21.55,-10.05,70.9,76.3,,,,,,Mark Reiner
1665,brooklyn,1986-87,Ind,10,18,.357,,,,-15.90,-9.75,71.4,76.6,,,,,,Mark Reiner
1666,brooklyn,1985-86,Ind,9,22,.290,,,,-18.70,-8.56,70.1,76.9,,,,,,Mark Reiner
1667,brooklyn,1984-85,Ind,15,13,.536,,,,-12.01,-11.30,70.4,67.2,,,,,,Mark Reiner
1668,brooklyn,1983-84,Ind,8,20,.286,,,,-14.53,-7.15,66.0,70.9,,,,,,Mark Reiner
1669,brooklyn,1982-83,Ind,11,17,.393,,,,-13.22,-9.43,59.6,61.1,,,,,,Mark Reiner
1670,brooklyn,1948-49,Metro NY,8,14,.364,0,6,.000,,,61.3,65.3,,,,,,Al Baggett
1671,brooklyn,1947-48,Metro NY,10,10,.500,0,6,.000,,,,,,,,,,Al Baggett
1672,brooklyn,1946-47,Metro NY,12,8,.600,0,6,.000,,,,,,,,,,Julie Bender
1673,brooklyn,1945-46,Metro NY,8,9,.471,1,5,.167,,,,,,,,,,Arthur Musicat
1674,brooklyn,1944-45,Ind,3,15,.167,,,,,,,,,,,,,Tubby Raskin
1675,brooklyn,1943-44,Ind,6,14,.300,,,,,,,,,,,,,Venty Leib
1676,brooklyn,1942-43,Metro NY,6,11,.353,0,5,.000,,,,,,,,,,Arthur Musicat
1677,brooklyn,1941-42,Ind,10,8,.556,,,,,,,,,,,,,Arthur Musicat
1678,brooklyn,1940-41,Ind,11,6,.647,,,,,,,,,,,,,Arthur Musicat
1679,brooklyn,1939-40,Ind,9,9,.500,,,,,,,,,,,,,Arthur Musicat
1680,brown,2019-20,Ivy,15,12,.556,8,6,.571,-4.45,-1.72,67.0,68.7,,,,,,Mike Martin
1681,brown,2018-19,Ivy,20,12,.625,7,7,.500,-0.62,-3.29,73.6,68.9,,,,,,Mike Martin
1682,brown,2017-18,Ivy,11,16,.407,4,10,.286,-7.78,-4.67,77.0,79.0,,,,,,Mike Martin
1683,brown,2016-17,Ivy,13,17,.433,4,10,.286,-8.55,-4.08,75.8,77.9,,,,,,Mike Martin
1684,brown,2015-16,Ivy,8,20,.286,3,11,.214,-8.05,-2.82,72.9,77.0,,,,,,Mike Martin
1685,brown,2014-15,Ivy,13,18,.419,4,10,.286,-7.23,-1.99,66.1,69.2,,,,,,Mike Martin
1686,brown,2013-14,Ivy,15,14,.517,7,7,.500,-1.44,-4.04,71.2,67.3,,,,,,Mike Martin
1687,brown,2012-13,Ivy,13,15,.464,7,7,.500,-6.33,-3.03,62.4,64.3,,,,,,Mike Martin
1688,brown,2011-12,Ivy,8,23,.258,2,12,.143,-12.52,-3.62,61.5,69.5,,,,,,Jesse Agel
1689,brown,2010-11,Ivy,11,17,.393,4,10,.286,-7.27,-4.12,71.5,73.4,,,,,,Jesse Agel
1690,brown,2009-10,Ivy,11,20,.355,5,9,.357,-10.68,-3.82,66.9,72.0,,,,,,Jesse Agel
1691,brown,2008-09,Ivy,9,19,.321,3,11,.214,-12.39,-5.02,61.1,67.8,,,,,,Jesse Agel
1692,brown,2007-08,Ivy,19,10,.655,11,3,.786,-0.65,-4.65,68.9,64.9,,,,,,Craig Robinson
1693,brown,2006-07,Ivy,11,18,.379,6,8,.429,-7.03,-4.21,60.7,63.4,,,,,,Craig Robinson
1694,brown,2005-06,Ivy,10,17,.370,6,8,.429,-11.37,-6.66,59.7,64.4,,,,,,Glen Miller
1695,brown,2004-05,Ivy,12,16,.429,5,9,.357,-7.29,-5.54,66.0,67.8,,,,,,Glen Miller
1696,brown,2003-04,Ivy,14,13,.519,10,4,.714,-5.40,-4.17,72.4,72.8,,,,,,Glen Miller
1697,brown,2002-03,Ivy,17,12,.586,12,2,.857,-2.33,-3.60,73.9,72.7,,,,,,Glen Miller
1698,brown,2001-02,Ivy,17,10,.630,8,6,.571,-3.54,-5.89,77.4,74.0,,,,,,Glen Miller
1699,brown,2000-01,Ivy,15,12,.556,9,5,.643,-8.93,-6.78,72.9,75.0,,,,,,Glen Miller
1700,brown,1999-00,Ivy,8,19,.296,4,10,.286,-15.14,-8.95,68.0,74.2,,,,,,Glen Miller
1701,brown,1998-99,Ivy,4,22,.154,2,12,.143,-18.99,-7.26,60.7,72.4,,,,,,Frank Dobbs
1702,brown,1997-98,Ivy,6,20,.231,3,11,.214,-17.25,-5.94,56.8,68.2,,,,,,Frank Dobbs
1703,brown,1996-97,Ivy,4,22,.154,3,11,.214,-14.48,-2.13,53.3,65.6,,,,,,Frank Dobbs
1704,brown,1995-96,Ivy,10,16,.385,5,9,.357,-10.95,-5.91,62.8,67.8,,,,,,Frank Dobbs
1705,brown,1994-95,Ivy,13,13,.500,8,6,.571,-9.56,-6.64,67.8,70.8,,,,,,Frank Dobbs
1706,brown,1993-94,Ivy,12,14,.462,6,8,.429,-12.43,-5.74,64.8,71.5,,,,,,Frank Dobbs
1707,brown,1992-93,Ivy,7,19,.269,2,12,.143,-15.84,-5.80,58.2,72.1,,,,,,Frank Dobbs
1708,brown,1991-92,Ivy,11,15,.423,5,9,.357,-9.44,-3.56,68.2,73.6,,,,,,Frank Dobbs
1709,brown,1990-91,Ivy,11,15,.423,6,8,.429,-11.87,-5.83,71.3,75.7,,,,,,Mike Cingiser
1710,brown,1989-90,Ivy,10,16,.385,7,7,.500,-13.79,-7.83,66.3,69.7,,,,,,Mike Cingiser
1711,brown,1988-89,Ivy,7,19,.269,2,12,.143,-17.84,-6.01,70.9,80.7,,,,,,Mike Cingiser
1712,brown,1987-88,Ivy,6,20,.231,2,12,.143,-15.92,-5.05,77.5,85.7,,,,,,Mike Cingiser
1713,brown,1986-87,Ivy,9,18,.333,4,10,.286,-12.07,-3.95,79.1,85.9,,,,,,Mike Cingiser
1714,brown,1985-86,Ivy,16,11,.593,10,4,.714,-7.98,-5.86,72.7,73.0,,,,Lost First Round,15,Mike Cingiser
1715,brown,1984-85,Ivy,9,18,.333,5,9,.357,-9.55,-6.67,67.0,69.1,,,,,,Mike Cingiser
1716,brown,1983-84,Ivy,11,15,.423,6,8,.429,-10.08,-6.04,68.5,71.9,,,,,,Mike Cingiser
1717,brown,1982-83,Ivy,9,17,.346,6,8,.429,-10.22,-3.94,71.1,76.1,,,,,,Mike Cingiser
1718,brown,1981-82,Ivy,5,21,.192,5,9,.357,-14.26,-4.47,68.2,78.2,,,,,,Mike Cingiser
1719,brown,1980-81,Ivy,9,17,.346,5,9,.357,-10.48,-4.92,60.8,65.6,,,,,,Joseph Mullaney
1720,brown,1979-80,Ivy,12,14,.462,9,5,.643,-7.15,-5.19,58.5,60.4,,,,,,Joseph Mullaney
1721,brown,1978-79,Ivy,8,18,.308,6,8,.429,-9.17,-2.37,58.0,64.8,,,,,,Joseph Mullaney
1722,brown,1977-78,Ivy,4,22,.154,2,12,.143,-15.73,-3.15,67.9,80.5,,,,,,Gerald Alaimo
1723,brown,1976-77,Ivy,6,20,.231,5,9,.357,-10.84,-3.37,70.7,78.2,,,,,,Gerald Alaimo
1724,brown,1975-76,Ivy,7,19,.269,6,8,.429,-12.26,-4.19,64.3,72.4,,,,,,Gerald Alaimo
1725,brown,1974-75,Ivy,14,12,.538,9,5,.643,-1.95,-4.10,74.7,72.5,,,,,,Gerald Alaimo
1726,brown,1973-74,Ivy,17,9,.654,11,3,.786,-1.20,-5.55,76.6,72.3,,,,,,Gerald Alaimo
1727,brown,1972-73,Ivy,14,12,.538,10,4,.714,-7.58,-4.58,72.0,75.3,,,,,,Gerald Alaimo
1728,brown,1971-72,Ivy,10,16,.385,6,8,.429,-7.12,-1.21,74.3,77.1,,,,,,Gerald Alaimo
1729,brown,1970-71,Ivy,10,15,.400,5,9,.357,-7.17,-4.83,74.8,76.6,,,,,,Gerald Alaimo
1730,brown,1969-70,Ivy,6,20,.231,3,11,.214,-9.73,-0.01,65.3,71.3,,,,,,Gerald Alaimo
1731,brown,1968-69,Ivy,3,23,.115,1,13,.071,-15.85,-4.33,61.2,71.5,,,,,,Stanley Ward
1732,brown,1967-68,Ivy,9,16,.360,4,10,.286,-12.40,-3.02,62.2,70.7,,,,,,Stanley Ward
1733,brown,1966-67,Ivy,10,16,.385,3,11,.214,-9.26,-1.22,70.8,77.6,,,,,,Stanley Ward
1734,brown,1965-66,Ivy,9,17,.346,3,11,.214,-14.89,-0.09,62.9,72.9,,,,,,Stanley Ward
1735,brown,1964-65,Ivy,7,17,.292,3,11,.214,-20.25,-4.46,65.7,7.6,,,,,,Stanley Ward
1736,brown,1963-64,Ivy,6,19,.240,2,12,.143,-20.50,-7.71,65.2,74.7,,,,,,Stanley Ward
1737,brown,1962-63,Ivy,11,13,.458,6,8,.429,-12.06,-5.48,64.0,66.4,,,,,,Stanley Ward
1738,brown,1961-62,Ivy,11,14,.440,6,8,.429,-8.03,-6.89,68.6,68.2,,,,,,Stanley Ward
1739,brown,1960-61,Ivy,11,14,.440,8,6,.571,-11.77,-6.77,66.0,69.1,,,,,,Stanley Ward
1740,brown,1959-60,Ivy,13,12,.520,8,6,.571,-9.75,-6.43,71.4,72.4,,,,,,Stanley Ward
1741,brown,1958-59,Ivy,11,13,.458,6,8,.429,-13.00,-7.62,,,,,,,,Stanley Ward
1742,brown,1957-58,Ivy,10,15,.400,5,9,.357,-11.57,-5.52,,,,,,,,Stanley Ward
1743,brown,1956-57,Ivy,8,16,.333,4,10,.286,-19.69,-6.81,,,,,,,,Stanley Ward
1744,brown,1955-56,Ivy,7,18,.280,3,11,.214,-19.13,-7.02,,,,,,,,Stanley Ward
1745,brown,1954-55,Ivy,7,18,.280,3,11,.214,-11.36,-3.75,,,,,,,,Stanley Ward
1746,brown,1953-54,Ivy,13,11,.542,4,10,.286,-10.95,-4.36,,,,,,,,Robert Morris
1747,brown,1952-53,Ind,5,14,.263,,,,-19.24,-3.24,,,,,,,,Robert Morris
1748,brown,1951-52,Ind,5,15,.250,,,,-27.59,-4.59,,,,,,,,Robert Morris
1749,brown,1950-51,Ind,8,11,.421,,,,-10.84,-1.54,,,,,,,,Robert Morris
1750,brown,1949-50,Ind,11,14,.440,,,,-10.76,1.39,,,,,,,,Robert Morris
1751,brown,1948-49,Ind,13,8,.619,,,,,,56.0,54.0,,,,,,Robert Morris
1752,brown,1947-48,Ind,6,14,.300,,,,,,,,,,,,,Robert Morris
1753,brown,1946-47,Ind,8,12,.400,,,,,,,,,,,,,Weeb Ewbank
1754,brown,1945-46,Ind,5,15,.250,,,,,,,,,,,,,Rip Engle
1755,brown,1944-45,Ind,15,4,.789,,,,,,,,,,,,,Rip Engle
1756,brown,1943-44,Ind,10,14,.417,,,,,,,,,,,,,Rip Engle
1757,brown,1942-43,Ind,9,11,.450,,,,,,,,,,,,,Rip Engle
1758,brown,1941-42,Ind,11,7,.611,,,,,,,,,,,,,Tippy Dye
1759,brown,1940-41,Ind,10,10,.500,,,,,,,,,,,,,Eck Allen
1760,brown,1939-40,Ind,13,6,.684,,,,,,,,,,,,,Eck Allen
1761,bryant,2019-20,NEC,15,17,.469,7,11,.389,-6.70,-6.67,71.0,69.5,,,,,,Jared Grasso
1762,bryant,2018-19,NEC,10,20,.333,7,11,.389,-15.19,-7.66,69.6,77.1,,,,,,Jared Grasso
1763,bryant,2017-18,NEC,3,28,.097,2,16,.111,-18.75,-5.43,70.0,83.3,,,,,,Tim O'Shea
1764,bryant,2016-17,NEC,12,20,.375,9,9,.500,-9.69,-5.43,74.2,77.4,,,,,,Tim O'Shea
1765,bryant,2015-16,NEC,8,23,.258,5,13,.278,-18.58,-6.71,65.1,76.2,,,,,,Tim O'Shea
1766,bryant,2014-15,NEC,16,15,.516,12,6,.667,-6.28,-4.93,66.4,67.7,,,,,,Tim O'Shea
1767,bryant,2013-14,NEC,18,14,.563,10,6,.625,-4.25,-4.89,73.5,72.0,,,,,,Tim O'Shea
1768,bryant,2012-13,NEC,19,12,.613,12,6,.667,-2.08,-4.72,74.0,71.4,,,,,,Tim O'Shea
1769,bryant,2011-12,NEC,2,28,.067,1,17,.056,-17.90,-4.27,61.7,75.4,,,,,,Tim O'Shea
1770,bryant,2010-11,NEC,9,21,.300,7,11,.389,-12.98,-3.12,66.7,75.3,,,,,,Tim O'Shea
1771,bucknell,2019-20,Patriot,14,20,.412,8,10,.444,-7.73,-4.32,67.6,71.0,,,,,,Nathan Davis
1772,bucknell,2018-19,Patriot,21,12,.636,13,5,.722,0.59,-2.93,76.8,73.3,,,,,,Nathan Davis
1773,bucknell,2017-18,Patriot,25,10,.714,16,2,.889,4.48,-3.46,81.1,73.1,,,,Lost First Round,14,Nathan Davis
1774,bucknell,2016-17,Patriot,26,9,.743,15,3,.833,5.89,-2.48,76.3,67.9,,,,Lost First Round,13,Nathan Davis
1775,bucknell,2015-16,Patriot,17,14,.548,14,4,.778,-2.09,-5.89,79.0,73.8,,,,,,Nathan Davis
