,school,season,conf_abbr,wins,losses,win_loss_pct,wins_conf,losses_conf,win_loss_pct_conf,srs,sos,pts_per_g,opp_pts_per_g,rank_pre,rank_min,rank_final,round_max,seed,coaches
231,alabama-state,2007-08,SWAC,20,11,.645,15,3,.833,-7.73,-12.70,71.0,65.0,,,,,,Lewis Jackson
232,alabama-state,2006-07,SWAC,10,20,.333,8,10,.444,-17.90,-11.54,60.9,66.9,,,,,,Lewis Jackson
233,alabama-state,2005-06,SWAC,12,18,.400,10,8,.556,-12.98,-8.58,66.2,70.6,,,,,,Lewis Jackson
234,alabama-state,2004-05,SWAC,15,15,.500,11,7,.611,-14.99,-11.66,58.0,61.3,,,,,,Rob Spivery
235,alabama-state,2003-04,SWAC,16,15,.516,11,7,.611,-11.10,-10.78,61.4,61.7,,,,Lost First Round,16,Rob Spivery
236,alabama-state,2002-03,SWAC,14,15,.483,11,7,.611,-10.33,-10.00,64.1,63.7,,,,,,Rob Spivery
237,alabama-state,2001-02,SWAC,19,13,.594,12,6,.667,-13.25,-14.15,65.5,64.6,,,,,,Rob Spivery
238,alabama-state,2000-01,SWAC,22,9,.710,15,3,.833,-8.86,-13.61,68.9,63.9,,,,Lost First Round,16,Rob Spivery
239,alabama-state,1999-00,SWAC,13,15,.464,10,8,.556,-16.56,-12.35,66.7,69.0,,,,,,Rob Spivery
240,alabama-state,1998-99,SWAC,11,16,.407,8,8,.500,-15.31,-9.83,67.2,70.0,,,,,,Rob Spivery
241,alabama-state,1997-98,SWAC,11,17,.393,6,10,.375,-16.78,-10.28,68.4,73.7,,,,,,Rob Spivery
242,alabama-state,1996-97,SWAC,8,21,.276,5,9,.357,-21.80,-8.33,63.4,76.6,,,,,,Rob Spivery
243,alabama-state,1995-96,SWAC,9,18,.333,5,9,.357,-23.56,-12.77,73.9,82.4,,,,,,John L. Williams
244,alabama-state,1994-95,SWAC,11,15,.423,8,6,.571,-15.86,-8.27,80.8,86.4,,,,,,James Oliver
245,alabama-state,1993-94,SWAC,19,10,.655,10,4,.714,-8.33,-12.09,84.3,80.3,,,,,,James Oliver
246,alabama-state,1992-93,SWAC,14,13,.519,9,5,.643,-8.48,-9.70,88.1,84.7,,,,,,James Oliver
247,alabama-state,1991-92,SWAC,14,14,.500,8,6,.571,-9.20,-9.95,88.3,85.0,,,,,,James Oliver
248,alabama-state,1990-91,SWAC,18,11,.621,7,5,.583,-8.16,-11.12,91.6,87.8,,,,,,James Oliver
249,alabama-state,1989-90,SWAC,15,13,.536,7,7,.500,-12.65,-8.05,91.2,94.5,,,,,,James Oliver
250,alabama-state,1988-89,SWAC,13,16,.448,7,7,.500,-10.22,-5.91,87.0,89.5,,,,,,James Oliver
251,alabama-state,1987-88,SWAC,8,20,.286,4,10,.286,-15.89,-5.21,84.6,93.6,,,,,,James Oliver
252,alabama-state,1986-87,SWAC,14,14,.500,7,7,.500,-11.85,-11.13,82.0,82.7,,,,,,James Oliver
253,alabama-state,1985-86,SWAC,11,17,.393,4,10,.286,-14.33,-9.08,81.7,85.9,,,,,,James Oliver
254,alabama-state,1984-85,SWAC,14,17,.452,7,7,.500,-10.01,-6.29,72.1,74.5,,,,,,James Oliver
255,alabama-state,1983-84,SWAC,22,6,.786,11,3,.786,0.73,-8.39,88.8,78.5,,,,,,James Oliver
256,alabama-state,1982-83,SWAC,22,6,.786,12,2,.857,-4.38,-9.19,84.0,79.1,,,,,,James Oliver
257,alabama-birmingham,2019-20,CUSA,19,13,.594,9,9,.500,-0.94,-1.64,67.3,65.3,,,,,,Rob Ehsan
258,alabama-birmingham,2018-19,CUSA,20,15,.571,10,8,.556,0.36,-1.52,70.6,67.7,,,,,,Rob Ehsan
259,alabama-birmingham,2017-18,CUSA,20,13,.606,10,8,.556,4.90,-0.65,76.8,69.8,,,,,,Rob Ehsan
260,alabama-birmingham,2016-17,CUSA,17,16,.515,9,9,.500,-1.17,-1.83,71.8,70.2,,,,,,Rob Ehsan
261,alabama-birmingham,2015-16,CUSA,26,7,.788,16,2,.889,3.50,-3.07,79.0,70.4,,,,,,Jerod Haase
262,alabama-birmingham,2014-15,CUSA,20,16,.556,12,6,.667,1.94,1.62,68.8,68.1,,,,Lost Third Round,14,Jerod Haase
263,alabama-birmingham,2013-14,CUSA,18,13,.581,7,9,.438,0.78,-0.77,73.1,70.3,,,,,,Jerod Haase
264,alabama-birmingham,2012-13,CUSA,16,17,.485,7,9,.438,0.26,1.51,71.4,71.2,,,,,,Jerod Haase
265,alabama-birmingham,2011-12,CUSA,15,16,.484,9,7,.563,2.61,3.64,60.5,61.5,,,,,,Mike Davis
266,alabama-birmingham,2010-11,CUSA,22,9,.710,12,4,.750,8.55,2.78,68.4,62.6,,,,Lost First Round,12,Mike Davis
267,alabama-birmingham,2009-10,CUSA,25,9,.735,11,5,.688,9.46,2.90,66.9,60.4,,24,,,,Mike Davis
268,alabama-birmingham,2008-09,CUSA,22,12,.647,11,5,.688,10.05,3.67,72.4,66.0,,,,,,Mike Davis
269,alabama-birmingham,2007-08,CUSA,23,11,.676,12,4,.750,8.35,2.09,73.6,67.3,,,,,,Mike Davis
270,alabama-birmingham,2006-07,CUSA,15,16,.484,7,9,.438,3.97,3.83,66.2,65.0,,,,,,Mike Davis
271,alabama-birmingham,2005-06,CUSA,24,7,.774,12,2,.857,9.64,1.57,74.4,65.6,,24,25,Lost First Round,9,Mike Anderson
272,alabama-birmingham,2004-05,CUSA,22,11,.667,10,6,.625,10.42,4.78,77.5,71.8,,,,Lost Second Round,11,Mike Anderson
273,alabama-birmingham,2003-04,CUSA,22,10,.688,12,4,.750,11.76,5.63,75.4,69.3,,,,Lost Regional Semifinal,9,Mike Anderson
274,alabama-birmingham,2002-03,CUSA,21,13,.618,8,8,.500,7.60,3.89,77.6,72.9,,,,,,Mike Anderson
275,alabama-birmingham,2001-02,CUSA,13,17,.433,6,10,.375,5.56,2.96,70.3,67.7,,,,,,Murry Bartow
276,alabama-birmingham,2000-01,CUSA,17,14,.548,8,8,.500,6.63,4.08,72.1,69.6,,,,,,Murry Bartow
277,alabama-birmingham,1999-00,CUSA,14,14,.500,7,9,.438,3.41,4.94,73.3,74.9,,,,,,Murry Bartow
278,alabama-birmingham,1998-99,CUSA,20,12,.625,10,6,.625,8.87,5.40,74.0,70.5,,,,Lost First Round,12,Murry Bartow
279,alabama-birmingham,1997-98,CUSA,21,12,.636,10,6,.625,6.92,4.67,75.2,72.2,,,,,,Murry Bartow
280,alabama-birmingham,1996-97,CUSA,18,14,.563,7,7,.500,3.06,2.06,66.9,65.9,,,,,,Murry Bartow
281,alabama-birmingham,1995-96,CUSA,16,14,.533,6,8,.429,3.66,3.70,69.0,68.4,,,,,,Gene Bartow
282,alabama-birmingham,1994-95,GMWC,14,16,.467,5,7,.417,3.42,2.94,71.0,70.7,,,,,,Gene Bartow
283,alabama-birmingham,1993-94,GMWC,22,8,.733,8,4,.667,14.71,3.51,71.4,60.2,,17,,Lost First Round,7,Gene Bartow
284,alabama-birmingham,1992-93,GMWC,21,14,.600,5,5,.500,10.82,5.68,69.5,64.4,,,,,,Gene Bartow
285,alabama-birmingham,1991-92,GMWC,20,9,.690,4,6,.400,11.12,1.69,78.8,69.2,,,,,,Gene Bartow
286,alabama-birmingham,1990-91,Sun Belt,18,13,.581,9,5,.643,4.22,2.12,81.7,78.5,,,,,,Gene Bartow
287,alabama-birmingham,1989-90,Sun Belt,22,9,.710,12,2,.857,12.64,2.16,80.1,69.6,,,,Lost First Round,10,Gene Bartow
288,alabama-birmingham,1988-89,Sun Belt,22,12,.647,8,6,.571,7.06,2.82,83.2,78.7,,,,,,Gene Bartow
289,alabama-birmingham,1987-88,Sun Belt,16,15,.516,7,7,.500,3.50,1.50,72.9,69.8,,,,,,Gene Bartow
290,alabama-birmingham,1986-87,Sun Belt,21,11,.656,10,4,.714,4.64,4.21,75.8,72.6,,,,Lost First Round,11,Gene Bartow
291,alabama-birmingham,1985-86,Sun Belt,25,11,.694,9,5,.643,13.54,6.45,68.4,60.3,16,12,,Lost Second Round,6,Gene Bartow
292,alabama-birmingham,1984-85,Sun Belt,25,9,.735,11,3,.786,9.26,5.17,67.7,62.4,,13,,Lost Second Round,7,Gene Bartow
293,alabama-birmingham,1983-84,Sun Belt,23,11,.676,8,6,.571,5.59,3.59,68.1,63.9,,,,Lost First Round,9,Gene Bartow
294,alabama-birmingham,1982-83,Sun Belt,19,14,.576,9,5,.643,3.85,3.16,67.3,63.1,,,,Lost First Round,10,Gene Bartow
295,alabama-birmingham,1981-82,Sun Belt,25,6,.806,9,1,.900,10.70,3.55,73.5,63.7,14,9,17,Lost Regional Final,4,Gene Bartow
296,alabama-birmingham,1980-81,Sun Belt,23,9,.719,9,3,.750,11.26,3.12,76.7,64.8,,,,Lost Regional Semifinal,7,Gene Bartow
297,alabama-birmingham,1979-80,Sun Belt,18,12,.600,10,4,.714,4.61,-0.29,78.5,72.0,,,,,,Gene Bartow
298,albany-ny,2019-20,AEC,14,18,.438,7,9,.438,-8.78,-5.91,66.5,68.4,,,,,,Will Brown
299,albany-ny,2018-19,AEC,12,20,.375,7,9,.438,-9.38,-6.70,67.2,69.3,,,,,,Will Brown
300,albany-ny,2017-18,AEC,22,10,.688,10,6,.625,0.01,-5.41,74.2,68.2,,,,,,Will Brown
301,albany-ny,2016-17,AEC,21,14,.600,10,6,.625,-0.16,-4.69,71.3,65.7,,,,,,Will Brown
302,albany-ny,2015-16,AEC,24,9,.727,13,3,.813,0.93,-7.57,75.6,66.1,,,,,,Will Brown
303,albany-ny,2014-15,AEC,24,9,.727,15,1,.938,-0.34,-5.18,65.3,60.5,,,,Lost Second Round,14,Will Brown
304,albany-ny,2013-14,AEC,19,15,.559,9,7,.563,-3.31,-5.22,65.9,63.9,,,,Lost Second Round,16,Will Brown
305,albany-ny,2012-13,AEC,24,11,.686,9,7,.563,-0.87,-4.53,64.3,60.7,,,,Lost Second Round,15,Will Brown
306,albany-ny,2011-12,AEC,19,15,.559,9,7,.563,-3.92,-6.92,72.1,69.1,,,,,,Will Brown
307,albany-ny,2010-11,AEC,16,16,.500,9,7,.563,-7.05,-5.96,62.9,64.0,,,,,,Will Brown
308,albany-ny,2009-10,AEC,7,25,.219,2,14,.125,-11.94,-5.53,62.7,69.1,,,,,,Will Brown
309,albany-ny,2008-09,AEC,15,16,.484,6,10,.375,-6.63,-4.11,64.0,65.7,,,,,,Will Brown
310,albany-ny,2007-08,AEC,15,15,.500,10,6,.625,-4.05,-5.92,68.3,66.4,,,,,,Will Brown
311,albany-ny,2006-07,AEC,23,10,.697,13,3,.813,-1.60,-4.75,67.9,65.1,,,,Lost First Round,13,Will Brown
312,albany-ny,2005-06,AEC,21,11,.656,13,3,.813,-0.44,-4.25,68.6,64.5,,,,Lost First Round,16,Will Brown
313,albany-ny,2004-05,AEC,13,15,.464,9,9,.500,-2.63,-5.31,67.4,64.7,,,,,,Will Brown
314,albany-ny,2003-04,AEC,5,23,.179,3,15,.167,-15.33,-7.47,57.9,65.8,,,,,,Will Brown
315,albany-ny,2002-03,AEC,7,21,.250,3,13,.188,-14.87,-5.09,65.9,75.7,,,,,,Will Brown
316,albany-ny,2001-02,AEC,8,20,.286,5,11,.313,-16.99,-8.85,56.9,65.0,,,,,,Scott Beeten
317,albany-ny,2000-01,Ind,6,22,.214,,,,-18.87,-8.67,68.9,77.5,,,,,,Scott Beeten
318,albany-ny,1999-00,Ind,11,17,.393,,,,-15.51,-9.59,65.3,68.6,,,,,,Scott Hicks
319,alcorn-state,2019-20,SWAC,15,15,.500,11,7,.611,-14.64,-9.64,75.0,73.2,,,,,,Montez Robinson
320,alcorn-state,2018-19,SWAC,10,21,.323,6,12,.333,-22.08,-8.97,64.4,70.8,,,,,,Montez Robinson
321,alcorn-state,2017-18,SWAC,11,21,.344,7,11,.389,-18.07,-8.60,70.1,74.6,,,,,,Montez Robinson
322,alcorn-state,2016-17,SWAC,18,14,.563,13,5,.722,-12.33,-10.95,69.4,68.0,,,,,,Montez Robinson
323,alcorn-state,2015-16,SWAC,15,15,.500,13,5,.722,-16.01,-9.94,67.1,72.1,,,,,,Montez Robinson
324,alcorn-state,2014-15,SWAC,6,26,.188,4,14,.222,-20.75,-9.95,64.6,74.3,,,,,,Luther Riley
325,alcorn-state,2013-14,SWAC,12,19,.387,9,9,.500,-15.95,-9.27,64.0,67.8,,,,,,Luther Riley
326,alcorn-state,2012-13,SWAC,10,24,.294,8,10,.444,-14.26,-7.11,60.4,66.1,,,,,,Luther Riley
327,alcorn-state,2011-12,SWAC,10,22,.313,6,12,.333,-19.57,-10.61,60.2,67.1,,,,,,Luther Riley
328,alcorn-state,2010-11,SWAC,4,24,.143,4,14,.222,-23.02,-8.02,65.6,80.6,,,,,,Larry Smith
329,alcorn-state,2009-10,SWAC,2,29,.065,2,16,.111,-30.36,-9.00,60.6,82.0,,,,,,Larry Smith
330,alcorn-state,2008-09,SWAC,6,25,.194,4,14,.222,-25.55,-10.26,69.5,83.5,,,,,,Larry Smith
331,alcorn-state,2007-08,SWAC,7,24,.226,6,12,.333,-23.12,-11.47,67.7,78.9,,,,,,Samuel West
332,alcorn-state,2006-07,SWAC,11,19,.367,10,8,.556,-22.48,-13.23,67.1,75.5,,,,,,Samuel West
333,alcorn-state,2005-06,SWAC,8,20,.286,8,10,.444,-15.11,-8.03,66.0,73.1,,,,,,Samuel West
334,alcorn-state,2004-05,SWAC,7,22,.241,6,12,.333,-23.59,-11.31,57.8,69.5,,,,,,Samuel West
335,alcorn-state,2003-04,SWAC,11,18,.379,9,9,.500,-20.17,-11.79,64.0,72.3,,,,,,Samuel West
336,alcorn-state,2002-03,SWAC,14,19,.424,10,8,.556,-12.39,-8.36,69.1,73.1,,,,,,Davey Whitney
337,alcorn-state,2001-02,SWAC,21,10,.677,16,2,.889,-11.28,-14.18,79.8,76.6,,,,Lost Opening Round,16,Davey Whitney
338,alcorn-state,2000-01,SWAC,15,15,.500,13,5,.722,-11.98,-10.78,74.8,76.1,,,,,,Davey Whitney
339,alcorn-state,1999-00,SWAC,19,10,.655,15,3,.833,-9.90,-11.60,74.5,70.2,,,,,,Davey Whitney
340,alcorn-state,1998-99,SWAC,23,7,.767,14,2,.875,-2.88,-10.48,75.8,66.9,,,,Lost First Round,15,Davey Whitney
341,alcorn-state,1997-98,SWAC,12,15,.444,8,8,.500,-12.51,-8.29,73.9,75.6,,,,,,Davey Whitney
342,alcorn-state,1996-97,SWAC,11,17,.393,8,6,.571,-15.54,-10.17,72.2,76.4,,,,,,Davey Whitney
343,alcorn-state,1995-96,SWAC,10,15,.400,7,7,.500,-18.20,-9.20,77.7,83.5,,,,,,Sam Weaver
344,alcorn-state,1994-95,SWAC,7,19,.269,4,10,.286,-17.90,-9.08,81.9,87.8,,,,,,Sam Weaver
345,alcorn-state,1993-94,SWAC,3,24,.111,3,11,.214,-25.14,-8.78,74.6,89.3,,,,,,Sam Weaver
346,alcorn-state,1992-93,SWAC,7,20,.259,5,9,.357,-11.04,-4.58,76.1,85.7,,,,,,Lonnie Walker
347,alcorn-state,1991-92,SWAC,15,14,.517,8,6,.571,-11.70,-10.30,82.3,83.6,,,,,,Lonnie Walker
348,alcorn-state,1990-91,SWAC,8,21,.276,3,9,.250,-17.76,-9.68,80.3,88.4,,,,,,Lonnie Walker
349,alcorn-state,1989-90,SWAC,7,22,.241,6,8,.429,-17.70,-5.14,73.6,87.2,,,,,,Lonnie Walker
350,alcorn-state,1988-89,SWAC,5,23,.179,4,10,.286,-19.62,-4.00,67.7,81.9,,,,,,Davey Whitney
351,alcorn-state,1987-88,SWAC,8,21,.276,5,9,.357,-13.26,-4.38,72.4,80.6,,,,,,Davey Whitney
352,alcorn-state,1986-87,SWAC,5,23,.179,3,11,.214,-16.99,-7.83,68.9,78.4,,,,,,Davey Whitney
353,alcorn-state,1985-86,SWAC,16,13,.552,11,3,.786,-6.80,-7.64,76.4,20.9,,,,,,Davey Whitney
354,alcorn-state,1984-85,SWAC,23,7,.767,13,1,.929,1.99,-5.59,85.2,76.2,,,,,,Davey Whitney
355,alcorn-state,1983-84,SWAC,21,10,.677,11,3,.786,1.06,-7.13,80.2,71.0,,,,Lost First Round,12,Davey Whitney
356,alcorn-state,1982-83,SWAC,22,10,.688,10,4,.714,-2.76,-9.16,81.9,74.9,,,,Lost First Round,12,Davey Whitney
357,alcorn-state,1981-82,SWAC,22,8,.733,10,2,.833,-3.36,-9.49,80.3,73.3,,,,Lost First Round,11,Davey Whitney
358,alcorn-state,1980-81,SWAC,17,12,.586,8,4,.667,-4.50,-8.81,78.2,74.1,,,,,,Davey Whitney
359,alcorn-state,1979-80,SWAC,28,2,.933,12,0,1.000,10.79,-5.29,91.0,73.6,,,,Lost Second Round,8,Davey Whitney
360,alcorn-state,1978-79,SWAC,28,1,.966,12,0,1.000,4.50,-4.95,92.3,78.9,,,,,,Davey Whitney
361,alcorn-state,1977-78,SWAC,22,7,.759,8,4,.667,-1.55,-8.45,91.2,76.5,,,,,,Davey Whitney
362,american,2019-20,Patriot,16,14,.533,12,6,.667,-4.37,-6.50,71.6,69.5,,,,,,Mike Brennan
363,american,2018-19,Patriot,15,15,.500,9,9,.500,-4.19,-7.23,72.0,69.0,,,,,,Mike Brennan
364,american,2017-18,Patriot,6,24,.200,3,15,.167,-14.63,-6.17,65.4,73.8,,,,,,Mike Brennan
365,american,2016-17,Patriot,8,22,.267,5,13,.278,-10.30,-3.50,61.5,68.3,,,,,,Mike Brennan
366,american,2015-16,Patriot,12,19,.387,9,9,.500,-14.18,-6.08,57.6,65.7,,,,,,Mike Brennan
367,american,2014-15,Patriot,17,16,.515,8,10,.444,-3.56,-3.71,58.7,58.6,,,,,,Mike Brennan
368,american,2013-14,Patriot,20,13,.606,13,5,.722,0.69,-3.25,63.1,59.1,,,,Lost Second Round,15,Mike Brennan
369,american,2012-13,Patriot,10,20,.333,5,9,.357,-8.56,-2.53,57.8,63.9,,,,,,Jeff Jones
370,american,2011-12,Patriot,20,12,.625,10,4,.714,-3.12,-5.24,64.3,62.2,,,,,,Jeff Jones
371,american,2010-11,Patriot,22,9,.710,11,3,.786,-3.13,-5.64,66.2,63.6,,,,,,Jeff Jones
372,american,2009-10,Patriot,11,20,.355,7,7,.500,-11.47,-6.89,62.6,67.2,,,,,,Jeff Jones
373,american,2008-09,Patriot,24,8,.750,13,1,.929,-0.05,-5.49,64.5,59.1,,,,Lost First Round,14,Jeff Jones
374,american,2007-08,Patriot,21,12,.636,10,4,.714,-1.87,-4.00,64.8,62.1,,,,Lost First Round,15,Jeff Jones
375,american,2006-07,Patriot,16,14,.533,7,7,.500,-2.68,-4.38,64.8,62.2,,,,,,Jeff Jones
376,american,2005-06,Patriot,12,17,.414,7,7,.500,-8.49,-4.32,63.8,68.0,,,,,,Jeff Jones
377,american,2004-05,Patriot,16,12,.571,8*,6*,.571,-3.19,-4.30,67.2,66.1,,,,,,Jeff Jones
378,american,2003-04,Patriot,18,13,.581,10,4,.714,-4.59,-7.04,67.5,65.0,,,,,,Jeff Jones
379,american,2002-03,Patriot,16,14,.533,9,5,.643,-1.38,-5.85,66.4,61.9,,,,,,Jeff Jones
380,american,2001-02,Patriot,18,12,.600,10,4,.714,-5.00,-6.20,65.9,64.7,,,,,,Jeff Jones
381,american,2000-01,CAA,7,20,.259,3,13,.188,-10.33,-2.81,58.5,66.0,,,,,,Jeff Jones
382,american,1999-00,CAA,11,18,.379,5,11,.313,-6.13,-3.42,65.7,67.7,,,,,,Art Perry
383,american,1998-99,CAA,7,21,.250,2,14,.125,-8.95,-1.60,64.5,69.7,,,,,,Art Perry
384,american,1997-98,CAA,9,19,.321,5,11,.313,-4.91,-0.50,61.6,65.6,,,,,,Art Perry
385,american,1996-97,CAA,11,16,.407,7,9,.438,-5.18,-0.41,67.8,71.1,,,,,,Chris Knoche
386,american,1995-96,CAA,12,15,.444,8,8,.500,-2.04,-1.27,74.8,73.3,,,,,,Chris Knoche
387,american,1994-95,CAA,9,19,.321,7,7,.500,-9.32,-2.50,74.6,81.4,,,,,,Chris Knoche
388,american,1993-94,CAA,8,19,.296,5,9,.357,-9.58,-2.18,75.9,83.3,,,,,,Chris Knoche
389,american,1992-93,CAA,11,17,.393,6,8,.429,-0.17,1.15,76.1,77.4,,,,,,Chris Knoche
390,american,1991-92,CAA,11,18,.379,8,6,.571,-4.44,0.70,73.8,78.9,,,,,,Chris Knoche
391,american,1990-91,CAA,15,14,.517,8,6,.571,-2.88,-1.45,76.0,75.7,,,,,,Chris Knoche
392,american,1989-90,CAA,20,9,.690,10,4,.714,-0.75,-3.79,70.1,65.9,,,,,,Ed Tapscott
393,american,1988-89,CAA,17,11,.607,9,5,.643,-4.11,-5.19,79.0,75.4,,,,,,Ed Tapscott
394,american,1987-88,CAA,14,14,.500,9,5,.643,-6.63,-4.04,72.5,74.0,,,,,,Ed Tapscott
395,american,1986-87,CAA,13,14,.481,5,9,.357,-6.11,-0.98,76.9,77.6,,,,,,Ed Tapscott
396,american,1985-86,CAA,10,18,.357,3,11,.214,-7.59,0.21,69.1,74.2,,,,,,Ed Tapscott
397,american,1984-85,ECACS,9,19,.321,3,11,.214,-9.62,-1.86,71.2,76.5,,,,,,Ed Tapscott
398,american,1983-84,ECC,6,22,.214,5,11,.313,-12.16,-6.24,59.9,66.6,,,,,,Ed Tapscott
399,american,1982-83,ECC,20,10,.667,7,2,.778,-1.69,-4.57,70.3,64.3,,,,,,Ed Tapscott
400,american,1981-82,ECC,21,9,.700,8,3,.727,4.23,-2.88,75.2,64.3,,,,,,Gary Williams
401,american,1980-81,ECC,24,6,.800,11,0,1.000,0.70,-4.60,79.1,71.6,,,,,,Gary Williams
402,american,1979-80,ECC,13,14,.481,5,6,.455,-5.29,-5.45,77.4,75.0,,,,,,Gary Williams
403,american,1978-79,ECC,14,13,.519,7,5,.583,-6.61,-3.99,80.3,80.2,,,,,,Gary Williams
404,american,1977-78,ECC,16,12,.571,2,3,.400,-6.51,-4.20,73.4,74.0,,,,,,Jim Lynam
405,american,1976-77,ECC,13,13,.500,2,3,.400,-3.29,-4.12,73.5,71.0,,,,,,Jim Lynam
406,american,1975-76,ECC,9,16,.360,1,4,.200,-7.49,-2.20,65.6,69.3,,,,,,Jim Lynam
407,american,1974-75,ECC,16,10,.615,5,1,.833,-6.15,-5.02,75.0,73.2,,,,,,Jim Lynam
408,american,1973-74,Mid-Atl,16,10,.615,4,2,.667,-5.45,-5.45,70.3,69.2,,,,,,Jim Lynam
409,american,1972-73,Mid-Atl,21,5,.808,4,2,.667,2.84,-3.00,85.2,76.0,,,,,,Tom Young
410,american,1971-72,Mid-Atl,16,8,.667,3,3,.500,2.44,-1.40,74.7,69.3,,,,,,Tom Young
411,american,1970-71,Mid-Atl,13,12,.520,2,4,.333,-8.14,-4.02,71.6,69.6,,,,,,Tom Young
412,american,1969-70,Mid-Atl,11,12,.478,2,3,.400,-9.14,-6.75,76.9,78.3,,,,,,Tom Young
413,american,1968-69,Mid-Atl,4,19,.174,,,,-17.95,-4.95,68.2,78.0,,,,,,Alan Kyber
414,american,1967-68,Mid-Atl,14,12,.538,,,,-7.21,-4.10,75.6,75.4,,,,,,Alan Kyber
415,american,1966-67,Mid-Atl,16,8,.667,,,,-9.85,-3.60,80.8,78.7,,,,,,Alan Kyber
416,appalachian-state,2019-20,Sun Belt,18,15,.545,11,9,.550,-0.81,-0.01,68.4,67.3,,,,,,Dustin Kerns
417,appalachian-state,2018-19,Sun Belt,11,21,.344,6,12,.333,-3.73,0.10,79.9,79.3,,,,,,Jim Fox
418,appalachian-state,2017-18,Sun Belt,15,18,.455,9,9,.500,-4.81,-2.65,76.4,74.2,,,,,,Jim Fox
419,appalachian-state,2016-17,Sun Belt,9,21,.300,4,14,.222,-8.67,-1.60,73.6,76.0,,,,,,Jim Fox
420,appalachian-state,2015-16,Sun Belt,9,22,.290,7,13,.350,-7.91,-1.10,70.5,77.4,,,,,,Jim Fox
421,appalachian-state,2014-15,Sun Belt,12,17,.414,9,11,.450,-9.81,-3.18,63.5,70.1,,,,,,Jim Fox
422,appalachian-state,2013-14,Southern,9,21,.300,5,11,.313,-15.32,-7.13,67.8,71.7,,,,,,Jason Capel
423,appalachian-state,2012-13,Southern,15,16,.484,10,8,.556,-7.91,-5.77,71.3,71.6,,,,,,Jason Capel
424,appalachian-state,2011-12,Southern,13,18,.419,7,11,.389,-6.93,-3.28,68.4,70.2,,,,,,Jason Capel
425,appalachian-state,2010-11,Southern,16,15,.516,10,8,.556,-4.81,-2.95,73.1,73.2,,,,,,Jason Capel
426,appalachian-state,2009-10,Southern,24,13,.649,13,5,.722,1.80,-2.76,74.8,69.4,,,,,,Buzz Peterson
427,appalachian-state,2008-09,Southern,13,18,.419,9,11,.450,-8.44,-5.44,76.0,76.8,,,,,,Houston Fancher
428,appalachian-state,2007-08,Southern,18,13,.581,13,7,.650,-0.71,-2.77,71.4,69.3,,,,,,Houston Fancher
429,appalachian-state,2006-07,Southern,25,8,.758,15,3,.833,4.68,-1.19,76.0,67.8,,,,,,Houston Fancher
430,appalachian-state,2005-06,Southern,14,16,.467,6,8,.429,-7.61,-4.79,70.0,70.4,,,,,,Houston Fancher
431,appalachian-state,2004-05,Southern,18,12,.600,9,7,.563,-3.76,-4.04,73.1,69.0,,,,,,Houston Fancher
432,appalachian-state,2003-04,Southern,9,21,.300,4,12,.250,-5.83,-1.18,69.7,72.3,,,,,,Houston Fancher
433,appalachian-state,2002-03,Southern,19,10,.655,11,5,.688,-1.92,-3.46,83.9,79.6,,,,,,Houston Fancher
434,appalachian-state,2001-02,Southern,10,18,.357,5,11,.313,-7.53,-0.65,76.4,79.0,,,,,,Houston Fancher
435,appalachian-state,2000-01,Southern,11,20,.355,7,9,.438,-12.13,-4.24,64.7,70.5,,,,,,Houston Fancher
436,appalachian-state,1999-00,Southern,23,9,.719,13,3,.813,2.49,-3.75,79.1,69.6,,,,Lost First Round,14,Buzz Peterson
437,appalachian-state,1998-99,Southern,21,8,.724,13,3,.813,-0.48,-5.32,74.8,66.1,,,,,,Buzz Peterson
438,appalachian-state,1997-98,Southern,21,8,.724,13,2,.867,-3.08,-5.81,72.0,66.1,,,,,,Buzz Peterson
439,appalachian-state,1996-97,Southern,14,14,.500,8,6,.571,-5.91,-4.91,71.1,69.8,,,,,,Buzz Peterson
440,appalachian-state,1995-96,Southern,8,20,.286,3,11,.214,-14.16,-1.12,71.7,82.4,,,,,,Tom Apke
441,appalachian-state,1994-95,Southern,9,20,.310,4,10,.286,-10.75,-2.97,73.3,78.8,,,,,,Tom Apke
442,appalachian-state,1993-94,Southern,16,11,.593,12,6,.667,-2.44,-2.71,76.7,76.1,,,,,,Tom Apke
443,appalachian-state,1992-93,Southern,13,15,.464,8,10,.444,-6.08,-4.27,81.3,82.0,,,,,,Tom Apke
444,appalachian-state,1991-92,Southern,15,14,.517,9,5,.643,-4.12,-3.93,76.9,75.1,,,,,,Tom Apke
445,appalachian-state,1990-91,Southern,16,14,.533,7,7,.500,-5.66,-4.69,82.8,82.9,,,,,,Tom Apke
446,appalachian-state,1989-90,Southern,19,11,.633,8,6,.571,0.40,-4.63,81.7,76.5,,,,,,Tom Apke
447,appalachian-state,1988-89,Southern,20,8,.714,8,6,.571,-0.93,-5.41,76.1,69.5,,,,,,Tom Apke
448,appalachian-state,1987-88,Southern,16,13,.552,8,8,.500,-7.38,-5.10,76.2,75.6,,,,,,Tom Apke
449,appalachian-state,1986-87,Southern,7,21,.250,3,13,.188,-13.63,-2.67,65.0,73.2,,,,,,Tom Apke
450,appalachian-state,1985-86,Southern,17,12,.586,9,7,.563,-7.39,-3.43,64.2,65.5,,,,,,Kevin Cantwell
